Entry,Majority protein IDs,Fasta headers,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
Q99811,sp|O95076|ALX3_HUMAN;sp|Q9H161|ALX4_HUMAN;sp|Q96IS3|RAX2_HUMAN;sp|P54821|PRRX1_HUMAN;sp|Q99811|PRRX2_HUMAN;sp|A6NNA5|DRGX_HUMAN;sp|O14813|PHX2A_HUMAN;sp|O15266|SHOX_HUMAN;sp|Q99453|PHX2B_HUMAN;sp|Q5XKR4|OTP_HUMAN;sp|Q15699|ALX1_HUMAN;sp|O60902|SHOX2_HUMAN;sp|Q9Y2V3|RX_HUMAN;sp|Q8N693|ESX1_HUMAN;sp|A6NJT0|UNC4_HUMAN;sp|Q96QS3|ARX_HUMAN,sp|O95076|ALX3_HUMAN;Homeobox protein aristaless-like 3 OS=Homo sapiens OX=9606 GN=ALX3 PE=1 SV=2;sp|Q9H161|ALX4_HUMAN;Homeobox protein aristaless-like 4 OS=Homo sapiens OX=9606 GN=ALX4 PE=1 SV=2;sp|Q96IS3|RAX2_HUMAN;Retina and anterior neural fold homeobo,0,1,0,,,,,,
A6NNA5,sp|O95076|ALX3_HUMAN;sp|Q9H161|ALX4_HUMAN;sp|Q96IS3|RAX2_HUMAN;sp|P54821|PRRX1_HUMAN;sp|Q99811|PRRX2_HUMAN;sp|A6NNA5|DRGX_HUMAN;sp|O14813|PHX2A_HUMAN;sp|O15266|SHOX_HUMAN;sp|Q99453|PHX2B_HUMAN;sp|Q5XKR4|OTP_HUMAN;sp|Q15699|ALX1_HUMAN;sp|O60902|SHOX2_HUMAN;sp|Q9Y2V3|RX_HUMAN;sp|Q8N693|ESX1_HUMAN;sp|A6NJT0|UNC4_HUMAN;sp|Q96QS3|ARX_HUMAN,sp|O95076|ALX3_HUMAN;Homeobox protein aristaless-like 3 OS=Homo sapiens OX=9606 GN=ALX3 PE=1 SV=2;sp|Q9H161|ALX4_HUMAN;Homeobox protein aristaless-like 4 OS=Homo sapiens OX=9606 GN=ALX4 PE=1 SV=2;sp|Q96IS3|RAX2_HUMAN;Retina and anterior neural fold homeobo,0,1,0,,,,,,
O14813,sp|O95076|ALX3_HUMAN;sp|Q9H161|ALX4_HUMAN;sp|Q96IS3|RAX2_HUMAN;sp|P54821|PRRX1_HUMAN;sp|Q99811|PRRX2_HUMAN;sp|A6NNA5|DRGX_HUMAN;sp|O14813|PHX2A_HUMAN;sp|O15266|SHOX_HUMAN;sp|Q99453|PHX2B_HUMAN;sp|Q5XKR4|OTP_HUMAN;sp|Q15699|ALX1_HUMAN;sp|O60902|SHOX2_HUMAN;sp|Q9Y2V3|RX_HUMAN;sp|Q8N693|ESX1_HUMAN;sp|A6NJT0|UNC4_HUMAN;sp|Q96QS3|ARX_HUMAN,sp|O95076|ALX3_HUMAN;Homeobox protein aristaless-like 3 OS=Homo sapiens OX=9606 GN=ALX3 PE=1 SV=2;sp|Q9H161|ALX4_HUMAN;Homeobox protein aristaless-like 4 OS=Homo sapiens OX=9606 GN=ALX4 PE=1 SV=2;sp|Q96IS3|RAX2_HUMAN;Retina and anterior neural fold homeobo,0,1,0,,,,,,
O15266,sp|O95076|ALX3_HUMAN;sp|Q9H161|ALX4_HUMAN;sp|Q96IS3|RAX2_HUMAN;sp|P54821|PRRX1_HUMAN;sp|Q99811|PRRX2_HUMAN;sp|A6NNA5|DRGX_HUMAN;sp|O14813|PHX2A_HUMAN;sp|O15266|SHOX_HUMAN;sp|Q99453|PHX2B_HUMAN;sp|Q5XKR4|OTP_HUMAN;sp|Q15699|ALX1_HUMAN;sp|O60902|SHOX2_HUMAN;sp|Q9Y2V3|RX_HUMAN;sp|Q8N693|ESX1_HUMAN;sp|A6NJT0|UNC4_HUMAN;sp|Q96QS3|ARX_HUMAN,sp|O95076|ALX3_HUMAN;Homeobox protein aristaless-like 3 OS=Homo sapiens OX=9606 GN=ALX3 PE=1 SV=2;sp|Q9H161|ALX4_HUMAN;Homeobox protein aristaless-like 4 OS=Homo sapiens OX=9606 GN=ALX4 PE=1 SV=2;sp|Q96IS3|RAX2_HUMAN;Retina and anterior neural fold homeobo,0,1,0,,,,,,
Q99453,sp|O95076|ALX3_HUMAN;sp|Q9H161|ALX4_HUMAN;sp|Q96IS3|RAX2_HUMAN;sp|P54821|PRRX1_HUMAN;sp|Q99811|PRRX2_HUMAN;sp|A6NNA5|DRGX_HUMAN;sp|O14813|PHX2A_HUMAN;sp|O15266|SHOX_HUMAN;sp|Q99453|PHX2B_HUMAN;sp|Q5XKR4|OTP_HUMAN;sp|Q15699|ALX1_HUMAN;sp|O60902|SHOX2_HUMAN;sp|Q9Y2V3|RX_HUMAN;sp|Q8N693|ESX1_HUMAN;sp|A6NJT0|UNC4_HUMAN;sp|Q96QS3|ARX_HUMAN,sp|O95076|ALX3_HUMAN;Homeobox protein aristaless-like 3 OS=Homo sapiens OX=9606 GN=ALX3 PE=1 SV=2;sp|Q9H161|ALX4_HUMAN;Homeobox protein aristaless-like 4 OS=Homo sapiens OX=9606 GN=ALX4 PE=1 SV=2;sp|Q96IS3|RAX2_HUMAN;Retina and anterior neural fold homeobo,0,1,0,,,,,,
Q5XKR4,sp|O95076|ALX3_HUMAN;sp|Q9H161|ALX4_HUMAN;sp|Q96IS3|RAX2_HUMAN;sp|P54821|PRRX1_HUMAN;sp|Q99811|PRRX2_HUMAN;sp|A6NNA5|DRGX_HUMAN;sp|O14813|PHX2A_HUMAN;sp|O15266|SHOX_HUMAN;sp|Q99453|PHX2B_HUMAN;sp|Q5XKR4|OTP_HUMAN;sp|Q15699|ALX1_HUMAN;sp|O60902|SHOX2_HUMAN;sp|Q9Y2V3|RX_HUMAN;sp|Q8N693|ESX1_HUMAN;sp|A6NJT0|UNC4_HUMAN;sp|Q96QS3|ARX_HUMAN,sp|O95076|ALX3_HUMAN;Homeobox protein aristaless-like 3 OS=Homo sapiens OX=9606 GN=ALX3 PE=1 SV=2;sp|Q9H161|ALX4_HUMAN;Homeobox protein aristaless-like 4 OS=Homo sapiens OX=9606 GN=ALX4 PE=1 SV=2;sp|Q96IS3|RAX2_HUMAN;Retina and anterior neural fold homeobo,0,1,0,,,,,,
Q15699,sp|O95076|ALX3_HUMAN;sp|Q9H161|ALX4_HUMAN;sp|Q96IS3|RAX2_HUMAN;sp|P54821|PRRX1_HUMAN;sp|Q99811|PRRX2_HUMAN;sp|A6NNA5|DRGX_HUMAN;sp|O14813|PHX2A_HUMAN;sp|O15266|SHOX_HUMAN;sp|Q99453|PHX2B_HUMAN;sp|Q5XKR4|OTP_HUMAN;sp|Q15699|ALX1_HUMAN;sp|O60902|SHOX2_HUMAN;sp|Q9Y2V3|RX_HUMAN;sp|Q8N693|ESX1_HUMAN;sp|A6NJT0|UNC4_HUMAN;sp|Q96QS3|ARX_HUMAN,sp|O95076|ALX3_HUMAN;Homeobox protein aristaless-like 3 OS=Homo sapiens OX=9606 GN=ALX3 PE=1 SV=2;sp|Q9H161|ALX4_HUMAN;Homeobox protein aristaless-like 4 OS=Homo sapiens OX=9606 GN=ALX4 PE=1 SV=2;sp|Q96IS3|RAX2_HUMAN;Retina and anterior neural fold homeobo,0,1,0,,,,,,
O60902,sp|O95076|ALX3_HUMAN;sp|Q9H161|ALX4_HUMAN;sp|Q96IS3|RAX2_HUMAN;sp|P54821|PRRX1_HUMAN;sp|Q99811|PRRX2_HUMAN;sp|A6NNA5|DRGX_HUMAN;sp|O14813|PHX2A_HUMAN;sp|O15266|SHOX_HUMAN;sp|Q99453|PHX2B_HUMAN;sp|Q5XKR4|OTP_HUMAN;sp|Q15699|ALX1_HUMAN;sp|O60902|SHOX2_HUMAN;sp|Q9Y2V3|RX_HUMAN;sp|Q8N693|ESX1_HUMAN;sp|A6NJT0|UNC4_HUMAN;sp|Q96QS3|ARX_HUMAN,sp|O95076|ALX3_HUMAN;Homeobox protein aristaless-like 3 OS=Homo sapiens OX=9606 GN=ALX3 PE=1 SV=2;sp|Q9H161|ALX4_HUMAN;Homeobox protein aristaless-like 4 OS=Homo sapiens OX=9606 GN=ALX4 PE=1 SV=2;sp|Q96IS3|RAX2_HUMAN;Retina and anterior neural fold homeobo,0,1,0,,,,,,
Q9Y2V3,sp|O95076|ALX3_HUMAN;sp|Q9H161|ALX4_HUMAN;sp|Q96IS3|RAX2_HUMAN;sp|P54821|PRRX1_HUMAN;sp|Q99811|PRRX2_HUMAN;sp|A6NNA5|DRGX_HUMAN;sp|O14813|PHX2A_HUMAN;sp|O15266|SHOX_HUMAN;sp|Q99453|PHX2B_HUMAN;sp|Q5XKR4|OTP_HUMAN;sp|Q15699|ALX1_HUMAN;sp|O60902|SHOX2_HUMAN;sp|Q9Y2V3|RX_HUMAN;sp|Q8N693|ESX1_HUMAN;sp|A6NJT0|UNC4_HUMAN;sp|Q96QS3|ARX_HUMAN,sp|O95076|ALX3_HUMAN;Homeobox protein aristaless-like 3 OS=Homo sapiens OX=9606 GN=ALX3 PE=1 SV=2;sp|Q9H161|ALX4_HUMAN;Homeobox protein aristaless-like 4 OS=Homo sapiens OX=9606 GN=ALX4 PE=1 SV=2;sp|Q96IS3|RAX2_HUMAN;Retina and anterior neural fold homeobo,0,1,0,,,,,,
Q8N693,sp|O95076|ALX3_HUMAN;sp|Q9H161|ALX4_HUMAN;sp|Q96IS3|RAX2_HUMAN;sp|P54821|PRRX1_HUMAN;sp|Q99811|PRRX2_HUMAN;sp|A6NNA5|DRGX_HUMAN;sp|O14813|PHX2A_HUMAN;sp|O15266|SHOX_HUMAN;sp|Q99453|PHX2B_HUMAN;sp|Q5XKR4|OTP_HUMAN;sp|Q15699|ALX1_HUMAN;sp|O60902|SHOX2_HUMAN;sp|Q9Y2V3|RX_HUMAN;sp|Q8N693|ESX1_HUMAN;sp|A6NJT0|UNC4_HUMAN;sp|Q96QS3|ARX_HUMAN,sp|O95076|ALX3_HUMAN;Homeobox protein aristaless-like 3 OS=Homo sapiens OX=9606 GN=ALX3 PE=1 SV=2;sp|Q9H161|ALX4_HUMAN;Homeobox protein aristaless-like 4 OS=Homo sapiens OX=9606 GN=ALX4 PE=1 SV=2;sp|Q96IS3|RAX2_HUMAN;Retina and anterior neural fold homeobo,0,1,0,,,,,,
A6NJT0,sp|O95076|ALX3_HUMAN;sp|Q9H161|ALX4_HUMAN;sp|Q96IS3|RAX2_HUMAN;sp|P54821|PRRX1_HUMAN;sp|Q99811|PRRX2_HUMAN;sp|A6NNA5|DRGX_HUMAN;sp|O14813|PHX2A_HUMAN;sp|O15266|SHOX_HUMAN;sp|Q99453|PHX2B_HUMAN;sp|Q5XKR4|OTP_HUMAN;sp|Q15699|ALX1_HUMAN;sp|O60902|SHOX2_HUMAN;sp|Q9Y2V3|RX_HUMAN;sp|Q8N693|ESX1_HUMAN;sp|A6NJT0|UNC4_HUMAN;sp|Q96QS3|ARX_HUMAN,sp|O95076|ALX3_HUMAN;Homeobox protein aristaless-like 3 OS=Homo sapiens OX=9606 GN=ALX3 PE=1 SV=2;sp|Q9H161|ALX4_HUMAN;Homeobox protein aristaless-like 4 OS=Homo sapiens OX=9606 GN=ALX4 PE=1 SV=2;sp|Q96IS3|RAX2_HUMAN;Retina and anterior neural fold homeobo,0,1,0,,,,,,
Q96QS3,sp|O95076|ALX3_HUMAN;sp|Q9H161|ALX4_HUMAN;sp|Q96IS3|RAX2_HUMAN;sp|P54821|PRRX1_HUMAN;sp|Q99811|PRRX2_HUMAN;sp|A6NNA5|DRGX_HUMAN;sp|O14813|PHX2A_HUMAN;sp|O15266|SHOX_HUMAN;sp|Q99453|PHX2B_HUMAN;sp|Q5XKR4|OTP_HUMAN;sp|Q15699|ALX1_HUMAN;sp|O60902|SHOX2_HUMAN;sp|Q9Y2V3|RX_HUMAN;sp|Q8N693|ESX1_HUMAN;sp|A6NJT0|UNC4_HUMAN;sp|Q96QS3|ARX_HUMAN,sp|O95076|ALX3_HUMAN;Homeobox protein aristaless-like 3 OS=Homo sapiens OX=9606 GN=ALX3 PE=1 SV=2;sp|Q9H161|ALX4_HUMAN;Homeobox protein aristaless-like 4 OS=Homo sapiens OX=9606 GN=ALX4 PE=1 SV=2;sp|Q96IS3|RAX2_HUMAN;Retina and anterior neural fold homeobo,0,1,0,,,,,,
O95163,sp|O95163|ELP1_HUMAN,sp|O95163|ELP1_HUMAN;Elongator complex protein 1 OS=Homo sapiens OX=9606 GN=ELP1 PE=1 SV=3,0,0,0,,,,,,
O95201,sp|O95201|RHIT_HUMAN,sp|O95201|RHIT_HUMAN;Transcriptional repressor RHIT OS=Homo sapiens OX=9606 GN=ZNF205 PE=1 SV=2,1,0,1,,,,,,
O95218,sp|O95218|ZRAB2_HUMAN,sp|O95218|ZRAB2_HUMAN;Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ZRANB2 PE=1 SV=2,4,6,4,2.6191,2.5908,3.3805,1.5177628092899322,0.001967295420710422,0.0052166485313220184
O95232,sp|O95232|LC7L3_HUMAN,sp|O95232|LC7L3_HUMAN;Luc7-like protein 3 OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=2,1,1,2,,,,,,
O95239,sp|O95239|KIF4A_HUMAN;sp|Q2VIQ3|KIF4B_HUMAN,sp|O95239|KIF4A_HUMAN;Chromosome-associated kinesin KIF4A OS=Homo sapiens OX=9606 GN=KIF4A PE=1 SV=3;sp|Q2VIQ3|KIF4B_HUMAN;Chromosome-associated kinesin KIF4B OS=Homo sapiens OX=9606 GN=KIF4B PE=2 SV=2,3,7,4,1.0711,1.5671,0.94187,0.25502529561350284,0.36764398605618887,0.3925971977794596
Q2VIQ3,sp|O95239|KIF4A_HUMAN;sp|Q2VIQ3|KIF4B_HUMAN,sp|O95239|KIF4A_HUMAN;Chromosome-associated kinesin KIF4A OS=Homo sapiens OX=9606 GN=KIF4A PE=1 SV=3;sp|Q2VIQ3|KIF4B_HUMAN;Chromosome-associated kinesin KIF4B OS=Homo sapiens OX=9606 GN=KIF4B PE=2 SV=2,3,7,4,1.0711,1.5671,0.94187,0.25502529561350284,0.36764398605618887,0.3925971977794596
O95248,sp|O95248|MTMR5_HUMAN,sp|O95248|MTMR5_HUMAN;Myotubularin-related protein 5 OS=Homo sapiens OX=9606 GN=SBF1 PE=1 SV=4,0,0,1,,,,,,
O95251,sp|O95251|KAT7_HUMAN,sp|O95251|KAT7_HUMAN;Histone acetyltransferase KAT7 OS=Homo sapiens OX=9606 GN=KAT7 PE=1 SV=1,2,3,2,0.53883,0.67206,0.34958,-0.9429818789765356,0.006844304839451608,0.012144781519628415
O95299,sp|O95299|NDUAA_HUMAN,"sp|O95299|NDUAA_HUMAN;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA10 PE=1 SV=1",5,5,7,0.62318,0.46967,0.35351,-1.0525358159469564,0.002682929018938535,0.006310676895044793
O95347,sp|O95347|SMC2_HUMAN,sp|O95347|SMC2_HUMAN;Structural maintenance of chromosomes protein 2 OS=Homo sapiens OX=9606 GN=SMC2 PE=1 SV=2,0,0,0,,,,,,
O95365,sp|O95365|ZBT7A_HUMAN,sp|O95365|ZBT7A_HUMAN;Zinc finger and BTB domain-containing protein 7A OS=Homo sapiens OX=9606 GN=ZBTB7A PE=1 SV=1,0,0,0,,,,,,
O95372,sp|O95372|LYPA2_HUMAN,sp|O95372|LYPA2_HUMAN;Acyl-protein thioesterase 2 OS=Homo sapiens OX=9606 GN=LYPLA2 PE=1 SV=1,7,4,4,2.6527,2.7337,0.96771,1.08272756494889,0.1240555508480511,0.1421218932045634
O95373,sp|O95373|IPO7_HUMAN,sp|O95373|IPO7_HUMAN;Importin-7 OS=Homo sapiens OX=9606 GN=IPO7 PE=1 SV=1,11,10,8,0.90183,0.77726,0.78217,-0.2855654329707209,0.01160899648168983,0.018035267526243622
O95391,sp|O95391|SLU7_HUMAN,sp|O95391|SLU7_HUMAN;Pre-mRNA-splicing factor SLU7 OS=Homo sapiens OX=9606 GN=SLU7 PE=1 SV=2,16,16,18,3.8643,3.2499,3.307,1.7964870075186676,0.00022678274651207833,0.0016725227555265778
O95394,sp|O95394|AGM1_HUMAN,sp|O95394|AGM1_HUMAN;Phosphoacetylglucosamine mutase OS=Homo sapiens OX=9606 GN=PGM3 PE=1 SV=1,0,0,0,,,,,,
O95402,sp|O95402|MED26_HUMAN,sp|O95402|MED26_HUMAN;Mediator of RNA polymerase II transcription subunit 26 OS=Homo sapiens OX=9606 GN=MED26 PE=1 SV=2,1,2,2,8.3648,1.9949,,,,
O95433,sp|O95433|AHSA1_HUMAN,sp|O95433|AHSA1_HUMAN;Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1,1,1,1,,,,,,
O95453,sp|O95453|PARN_HUMAN,sp|O95453|PARN_HUMAN;Poly(A)-specific ribonuclease PARN OS=Homo sapiens OX=9606 GN=PARN PE=1 SV=1,5,5,5,0.60661,1.4012,1.1523,0.0750122772041463,0.8312308741210275,0.8431396258992657
O95478,sp|O95478|NSA2_HUMAN,sp|O95478|NSA2_HUMAN;Ribosome biogenesis protein NSA2 homolog OS=Homo sapiens OX=9606 GN=NSA2 PE=1 SV=1,0,0,1,,,,,,
O95487,sp|O95487|SC24B_HUMAN,sp|O95487|SC24B_HUMAN;Protein transport protein Sec24B OS=Homo sapiens OX=9606 GN=SEC24B PE=1 SV=2,1,0,0,,,,,,
O95551,sp|O95551|TYDP2_HUMAN,sp|O95551|TYDP2_HUMAN;Tyrosyl-DNA phosphodiesterase 2 OS=Homo sapiens OX=9606 GN=TDP2 PE=1 SV=1,9,12,10,2.6377,2.3871,3.6149,1.526018717220079,0.007390278289583628,0.012855815796130736
O95563,sp|O95563|MPC2_HUMAN,sp|O95563|MPC2_HUMAN;Mitochondrial pyruvate carrier 2 OS=Homo sapiens OX=9606 GN=MPC2 PE=1 SV=1,1,0,0,,,,,,
O95573,sp|O95573|ACSL3_HUMAN,sp|O95573|ACSL3_HUMAN;Fatty acid CoA ligase Acsl3 OS=Homo sapiens OX=9606 GN=ACSL3 PE=1 SV=3,0,0,1,,,,,,
O95625,sp|O95625|ZBT11_HUMAN,sp|O95625|ZBT11_HUMAN;Zinc finger and BTB domain-containing protein 11 OS=Homo sapiens OX=9606 GN=ZBTB11 PE=1 SV=2,2,1,2,4.4493,,0.89765,,,
O95639,sp|O95639|CPSF4_HUMAN,sp|O95639|CPSF4_HUMAN;Cleavage and polyadenylation specificity factor subunit 4 OS=Homo sapiens OX=9606 GN=CPSF4 PE=1 SV=1,1,1,1,,,,,,
O95696,sp|O95696|BRD1_HUMAN,sp|O95696|BRD1_HUMAN;Bromodomain-containing protein 1 OS=Homo sapiens OX=9606 GN=BRD1 PE=1 SV=1,2,1,2,1.3018,,,,,
O95707,sp|O95707|RPP29_HUMAN,sp|O95707|RPP29_HUMAN;Ribonuclease P protein subunit p29 OS=Homo sapiens OX=9606 GN=POP4 PE=1 SV=2,5,5,4,0.53567,1.3291,1.114,-0.010245767757913018,0.9776010359185718,0.9789837813724878
O95747,sp|O95747|OXSR1_HUMAN,sp|O95747|OXSR1_HUMAN;Serine/threonine-protein kinase OSR1 OS=Homo sapiens OX=9606 GN=OXSR1 PE=1 SV=1,0,0,0,,,,,,
O95758,sp|O95758|PTBP3_HUMAN,sp|O95758|PTBP3_HUMAN;Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2,1,1,1,,,,,,
O95782,sp|O95782|AP2A1_HUMAN,sp|O95782|AP2A1_HUMAN;AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3,1,1,1,0.51429,0.64608,0.50147,-0.8521810129078834,0.0006445856867073536,
O95785,sp|O95785|WIZ_HUMAN,sp|O95785|WIZ_HUMAN;Protein Wiz OS=Homo sapiens OX=9606 GN=WIZ PE=1 SV=2,7,6,7,1.8144,1.9778,1.4153,0.7956284335447661,0.011650319079809094,0.018049072009857416
O95793,sp|O95793|STAU1_HUMAN,sp|O95793|STAU1_HUMAN;Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2,17,18,18,2.5948,2.6198,2.6818,1.3962325720771918,3.775425006277558e-07,4.4550015074075186e-05
O95801,sp|O95801|TTC4_HUMAN,sp|O95801|TTC4_HUMAN;Tetratricopeptide repeat protein 4 OS=Homo sapiens OX=9606 GN=TTC4 PE=1 SV=3,4,3,4,1.7378,4.0269,2.6861,1.4941254207211871,0.05210922865919735,0.06495305262449247
O95819,sp|O95819|M4K4_HUMAN;sp|Q8N4C8|MINK1_HUMAN;sp|Q9UKE5|TNIK_HUMAN,sp|O95819|M4K4_HUMAN;Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP4K4 PE=1 SV=2;sp|Q8N4C8|MINK1_HUMAN;Misshapen-like kinase 1 OS=Homo sapiens OX=9606 GN=MINK1 PE=1 SV=2;sp|Q9UKE5|TNIK_HUMAN;TRAF2 and NCK-interacting,0,1,0,,,,,,
Q8N4C8,sp|O95819|M4K4_HUMAN;sp|Q8N4C8|MINK1_HUMAN;sp|Q9UKE5|TNIK_HUMAN,sp|O95819|M4K4_HUMAN;Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP4K4 PE=1 SV=2;sp|Q8N4C8|MINK1_HUMAN;Misshapen-like kinase 1 OS=Homo sapiens OX=9606 GN=MINK1 PE=1 SV=2;sp|Q9UKE5|TNIK_HUMAN;TRAF2 and NCK-interacting,0,1,0,,,,,,
Q9UKE5,sp|O95819|M4K4_HUMAN;sp|Q8N4C8|MINK1_HUMAN;sp|Q9UKE5|TNIK_HUMAN,sp|O95819|M4K4_HUMAN;Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP4K4 PE=1 SV=2;sp|Q8N4C8|MINK1_HUMAN;Misshapen-like kinase 1 OS=Homo sapiens OX=9606 GN=MINK1 PE=1 SV=2;sp|Q9UKE5|TNIK_HUMAN;TRAF2 and NCK-interacting,0,1,0,,,,,,
O95831,sp|O95831|AIFM1_HUMAN,"sp|O95831|AIFM1_HUMAN;Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1",0,1,1,,,,,,
O95926,sp|O95926|SYF2_HUMAN,sp|O95926|SYF2_HUMAN;Pre-mRNA-splicing factor SYF2 OS=Homo sapiens OX=9606 GN=SYF2 PE=1 SV=1,1,1,1,,,,,,
O95983,sp|O95983|MBD3_HUMAN,sp|O95983|MBD3_HUMAN;Methyl-CpG-binding domain protein 3 OS=Homo sapiens OX=9606 GN=MBD3 PE=1 SV=1,1,0,0,,,,,,
O96008,sp|O96008|TOM40_HUMAN,sp|O96008|TOM40_HUMAN;Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens OX=9606 GN=TOMM40 PE=1 SV=1,0,1,2,,,0.45601,,,
O96011,sp|O96011|PX11B_HUMAN,sp|O96011|PX11B_HUMAN;Peroxisomal membrane protein 11B OS=Homo sapiens OX=9606 GN=PEX11B PE=1 SV=1,0,0,0,,,,,,
O96028,sp|O96028|NSD2_HUMAN,sp|O96028|NSD2_HUMAN;Histone-lysine N-methyltransferase NSD2 OS=Homo sapiens OX=9606 GN=NSD2 PE=1 SV=1,14,12,12,2.5372,1.9345,2.6838,1.2540900799718495,0.003785481121207127,0.007836610040393701
P00338,sp|P00338|LDHA_HUMAN,sp|P00338|LDHA_HUMAN;L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,3,5,1,0.62104,0.56177,0.66147,-0.7019047972610919,0.0001843926826743339,
P00403,sp|P00403|COX2_HUMAN,sp|P00403|COX2_HUMAN;Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1,1,2,0,,1.1293,,,,
P00568,sp|P00568|KAD1_HUMAN,sp|P00568|KAD1_HUMAN;Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3,1,0,0,,,,,,
P04083,sp|P04083|ANXA1_HUMAN,sp|P04083|ANXA1_HUMAN;Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2,0,0,0,,,,,,
P04181,sp|P04181|OAT_HUMAN,"sp|P04181|OAT_HUMAN;Ornithine aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OAT PE=1 SV=1",8,7,6,1.0097,1.0615,0.74637,-0.09051104741385839,0.5668719156083497,0.5945856537047579
P04259,sp|P04259|K2C6B_HUMAN;sp|P48668|K2C6C_HUMAN;sp|P02538|K2C6A_HUMAN;CON__P48668;CON__P04259;CON__P02538,"sp|P04259|K2C6B_HUMAN;Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5;sp|P48668|K2C6C_HUMAN;Keratin, type II cytoskeletal 6C OS=Homo sapiens OX=9606 GN=KRT6C PE=1 SV=3;sp|P02538|K2C6A_HUMAN;Keratin, type II cytoskeletal 6A OS=Ho",0,0,1,,,,,,
P48668,sp|P04259|K2C6B_HUMAN;sp|P48668|K2C6C_HUMAN;sp|P02538|K2C6A_HUMAN;CON__P48668;CON__P04259;CON__P02538,"sp|P04259|K2C6B_HUMAN;Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5;sp|P48668|K2C6C_HUMAN;Keratin, type II cytoskeletal 6C OS=Homo sapiens OX=9606 GN=KRT6C PE=1 SV=3;sp|P02538|K2C6A_HUMAN;Keratin, type II cytoskeletal 6A OS=Ho",0,0,1,,,,,,
P02538,sp|P04259|K2C6B_HUMAN;sp|P48668|K2C6C_HUMAN;sp|P02538|K2C6A_HUMAN;CON__P48668;CON__P04259;CON__P02538,"sp|P04259|K2C6B_HUMAN;Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5;sp|P48668|K2C6C_HUMAN;Keratin, type II cytoskeletal 6C OS=Homo sapiens OX=9606 GN=KRT6C PE=1 SV=3;sp|P02538|K2C6A_HUMAN;Keratin, type II cytoskeletal 6A OS=Ho",0,0,1,,,,,,
P04264,sp|P04264|K2C1_HUMAN;CON__P04264,"sp|P04264|K2C1_HUMAN;Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6;",2,4,7,0.75856,3.1524,0.18739,0.45008069536606193,0.7074852324751334,0.7280516636517361
P04350,sp|P04350|TBB4A_HUMAN,sp|P04350|TBB4A_HUMAN;Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2,0,0,0,,,,,,
P04406,sp|P04406|G3P_HUMAN,sp|P04406|G3P_HUMAN;Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3,8,6,5,0.12336,0.21947,0.17571,-2.5324353132705033,7.5782624617830015e-06,0.0003118072330822978
P04637,sp|P04637|P53_HUMAN,sp|P04637|P53_HUMAN;Cellular tumor antigen p53 OS=Homo sapiens OX=9606 GN=TP53 PE=1 SV=4,0,0,0,,,,,,
P04843,sp|P04843|RPN1_HUMAN,sp|P04843|RPN1_HUMAN;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=RPN1 PE=1 SV=1,4,3,3,0.86387,0.38342,0.29232,-0.9623975539066646,0.05160236725555741,0.06454854419953118
