Entry,Majority protein IDs,Fasta headers,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
P46060,sp|P46060|RAGP1_HUMAN,sp|P46060|RAGP1_HUMAN;Ran GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RANGAP1 PE=1 SV=1,2,2,1,,0.90976,,,,
P46063,sp|P46063|RECQ1_HUMAN,sp|P46063|RECQ1_HUMAN;ATP-dependent DNA helicase Q1 OS=Homo sapiens OX=9606 GN=RECQL PE=1 SV=3,14,13,11,0.93492,1.038,0.83916,-0.0933248629388929,0.33657098094922655,0.45724939188167946
P46087,sp|P46087|NOP2_HUMAN,sp|P46087|NOP2_HUMAN;Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NOP2 PE=1 SV=2,37,34,35,1.3607,1.1905,1.2455,0.3397835067659452,0.006104413291976301,0.031124971476372994
P46100,sp|P46100|ATRX_HUMAN,sp|P46100|ATRX_HUMAN;Transcriptional regulator ATRX OS=Homo sapiens OX=9606 GN=ATRX PE=1 SV=6,3,2,3,0.82926,0.58584,1.0503,-0.28314076438179314,0.2547190415274077,0.3691191724590154
P46734,sp|P46734|MP2K3_HUMAN,sp|P46734|MP2K3_HUMAN;Dual specificity mitogen-activated protein kinase kinase 3 OS=Homo sapiens OX=9606 GN=MAP2K3 PE=1 SV=2,1,0,0,,,,,,
P46736,sp|P46736|BRCC3_HUMAN,sp|P46736|BRCC3_HUMAN;Lys-63-specific deubiquitinase BRCC36 OS=Homo sapiens OX=9606 GN=BRCC3 PE=1 SV=2,2,3,4,0.60284,0.7237,0.86083,-0.4557652236292005,0.02206736708785288,0.06802746397851023
P46776,sp|P46776|RL27A_HUMAN,sp|P46776|RL27A_HUMAN;Large ribosomal subunit protein uL15 OS=Homo sapiens OX=9606 GN=RPL27A PE=1 SV=2,2,3,1,1.0001,0.94846,,,,
P46777,sp|P46777|RL5_HUMAN,sp|P46777|RL5_HUMAN;Large ribosomal subunit protein uL18 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3,10,11,11,0.61314,0.81112,0.72172,-0.4833258701231209,0.007633992796101128,0.0356252997151386
P46778,sp|P46778|RL21_HUMAN,sp|P46778|RL21_HUMAN;Large ribosomal subunit protein eL21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2,3,3,2,0.96249,0.94876,0.89907,-0.09422808695529206,0.030439266879834302,0.08325441868457992
P46779,sp|P46779|RL28_HUMAN,sp|P46779|RL28_HUMAN;Large ribosomal subunit protein eL28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3,1,2,1,,,,,,
P46781,sp|P46781|RS9_HUMAN,sp|P46781|RS9_HUMAN;Small ribosomal subunit protein uS4 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3,9,11,7,0.75308,0.92854,0.87383,-0.23138513691491974,0.0459824401483297,0.10696081293226223
P46782,sp|P46782|RS5_HUMAN,sp|P46782|RS5_HUMAN;Small ribosomal subunit protein uS7 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4,4,4,3,1.364,1.446,1.3177,0.46037561920665754,0.0005574966142308635,0.008372585515539878
P46783,sp|P46783|RS10_HUMAN;sp|Q9NQ39|RS10L_HUMAN,sp|P46783|RS10_HUMAN;Small ribosomal subunit protein eS10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1;sp|Q9NQ39|RS10L_HUMAN;Putative ribosomal protein eS10-like OS=Homo sapiens OX=9606 GN=RPS10P5 PE=5 SV=1,1,2,2,,2.5829,1.5519,,,
Q9NQ39,sp|P46783|RS10_HUMAN;sp|Q9NQ39|RS10L_HUMAN,sp|P46783|RS10_HUMAN;Small ribosomal subunit protein eS10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1;sp|Q9NQ39|RS10L_HUMAN;Putative ribosomal protein eS10-like OS=Homo sapiens OX=9606 GN=RPS10P5 PE=5 SV=1,1,2,2,,2.5829,1.5519,,,
P46940,sp|P46940|IQGA1_HUMAN,sp|P46940|IQGA1_HUMAN;Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1,3,2,3,0.82319,,1.9126,,,
P46977,sp|P46977|STT3A_HUMAN,sp|P46977|STT3A_HUMAN;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2,3,4,3,0.78148,1.0265,1.1405,-0.024991092553757012,0.8790552518225262,0.9110409510732831
P47897,sp|P47897|SYQ_HUMAN,sp|P47897|SYQ_HUMAN;Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1,1,1,2,,,1.2308,,,
P47914,sp|P47914|RL29_HUMAN,sp|P47914|RL29_HUMAN;Large ribosomal subunit protein eL29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2,1,3,3,2.1837,1.4039,1.001,0.6130915480930281,0.2018549923534673,
P48047,sp|P48047|ATPO_HUMAN,"sp|P48047|ATPO_HUMAN;ATP synthase subunit O, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PO PE=1 SV=1",2,2,2,2.2772,2.3925,,,,
P48444,sp|P48444|COPD_HUMAN,sp|P48444|COPD_HUMAN;Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1,2,3,4,0.94502,1.0014,0.77256,-0.14189696135073682,0.24519160895093575,0.36165762320263023
P48552,sp|P48552|NRIP1_HUMAN,sp|P48552|NRIP1_HUMAN;Nuclear receptor-interacting protein 1 OS=Homo sapiens OX=9606 GN=NRIP1 PE=1 SV=2,0,1,1,,,,,,
P48643,sp|P48643|TCPE_HUMAN,sp|P48643|TCPE_HUMAN;T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1,3,3,2,0.96261,1.4732,,,,
P48651,sp|P48651|PTSS1_HUMAN,sp|P48651|PTSS1_HUMAN;Phosphatidylserine synthase 1 OS=Homo sapiens OX=9606 GN=PTDSS1 PE=1 SV=1,2,2,2,0.86053,0.7662,0.74786,-0.3372840635002484,0.003947973772115653,0.024893330807385722
P48729,sp|P48729|KC1A_HUMAN;sp|Q8N752|KC1AL_HUMAN,sp|P48729|KC1A_HUMAN;Casein kinase I isoform alpha OS=Homo sapiens OX=9606 GN=CSNK1A1 PE=1 SV=2;sp|Q8N752|KC1AL_HUMAN;Casein kinase I isoform alpha-like OS=Homo sapiens OX=9606 GN=CSNK1A1L PE=2 SV=2,1,1,2,,,0.83555,,,
Q8N752,sp|P48729|KC1A_HUMAN;sp|Q8N752|KC1AL_HUMAN,sp|P48729|KC1A_HUMAN;Casein kinase I isoform alpha OS=Homo sapiens OX=9606 GN=CSNK1A1 PE=1 SV=2;sp|Q8N752|KC1AL_HUMAN;Casein kinase I isoform alpha-like OS=Homo sapiens OX=9606 GN=CSNK1A1L PE=2 SV=2,1,1,2,,,0.83555,,,
P48735,sp|P48735|IDHP_HUMAN,"sp|P48735|IDHP_HUMAN;Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens OX=9606 GN=IDH2 PE=1 SV=2",2,2,2,,,1.2397,,,
P49207,sp|P49207|RL34_HUMAN,sp|P49207|RL34_HUMAN;Large ribosomal subunit protein eL34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3,1,1,1,,,,,,
P49327,sp|P49327|FAS_HUMAN,sp|P49327|FAS_HUMAN;Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3,25,29,36,0.86646,1.1239,0.70297,-0.1555714939800117,0.45100796894675693,0.5779124253378133
P49368,sp|P49368|TCPG_HUMAN,sp|P49368|TCPG_HUMAN;T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4,19,17,15,0.82065,1.1122,1.2279,0.07530442885101826,0.6811694196199244,0.7847223718355056
P49411,sp|P49411|EFTU_HUMAN,"sp|P49411|EFTU_HUMAN;Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=3",18,21,20,0.92226,0.89985,1.4662,0.13238381240452873,0.6311371932739297,0.7394600307010865
P49585,sp|P49585|PCY1A_HUMAN,sp|P49585|PCY1A_HUMAN;Choline-phosphate cytidylyltransferase A OS=Homo sapiens OX=9606 GN=PCYT1A PE=1 SV=2,1,2,2,0.88218,0.82448,0.6719,-0.33487408247957806,0.029869760157610534,
P49591,sp|P49591|SYSC_HUMAN,"sp|P49591|SYSC_HUMAN;Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=3",1,1,1,,,,,,
P49643,sp|P49643|PRI2_HUMAN,sp|P49643|PRI2_HUMAN;DNA primase large subunit OS=Homo sapiens OX=9606 GN=PRIM2 PE=1 SV=2,2,1,1,0.76036,,,,,
P49674,sp|P49674|KC1E_HUMAN;sp|P48730|KC1D_HUMAN,sp|P49674|KC1E_HUMAN;Casein kinase I isoform epsilon OS=Homo sapiens OX=9606 GN=CSNK1E PE=1 SV=1;sp|P48730|KC1D_HUMAN;Casein kinase I isoform delta OS=Homo sapiens OX=9606 GN=CSNK1D PE=1 SV=2,0,2,1,,1.3567,,,,
P48730,sp|P49674|KC1E_HUMAN;sp|P48730|KC1D_HUMAN,sp|P49674|KC1E_HUMAN;Casein kinase I isoform epsilon OS=Homo sapiens OX=9606 GN=CSNK1E PE=1 SV=1;sp|P48730|KC1D_HUMAN;Casein kinase I isoform delta OS=Homo sapiens OX=9606 GN=CSNK1D PE=1 SV=2,0,2,1,,1.3567,,,,
P49711,sp|P49711|CTCF_HUMAN,sp|P49711|CTCF_HUMAN;Transcriptional repressor CTCF OS=Homo sapiens OX=9606 GN=CTCF PE=1 SV=1,0,1,2,,,1.5048,,,
P49736,sp|P49736|MCM2_HUMAN,sp|P49736|MCM2_HUMAN;DNA replication licensing factor MCM2 OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=4,7,6,9,1.2831,0.9051,0.97615,0.07694668042270061,0.6613098982300393,0.7661177783141829
P49750,sp|P49750|YLPM1_HUMAN,sp|P49750|YLPM1_HUMAN;YLP motif-containing protein 1 OS=Homo sapiens OX=9606 GN=YLPM1 PE=1 SV=4,2,2,2,,,,,,
P49756,sp|P49756|RBM25_HUMAN,sp|P49756|RBM25_HUMAN;RNA-binding protein 25 OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=3,11,11,11,1.0689,0.80222,0.80409,-0.16531035535051658,0.28873850765825226,0.4028682556177641
P49761,sp|P49761|CLK3_HUMAN,sp|P49761|CLK3_HUMAN;Dual specificity protein kinase CLK3 OS=Homo sapiens OX=9606 GN=CLK3 PE=1 SV=3,1,3,1,,1.1947,,,,
P49790,sp|P49790|NU153_HUMAN,sp|P49790|NU153_HUMAN;Nuclear pore complex protein Nup153 OS=Homo sapiens OX=9606 GN=NUP153 PE=1 SV=2,12,18,15,0.58729,0.67827,0.67874,-0.6257116608309687,0.0003183904166356932,0.005844232980912947
P49792,sp|P49792|RBP2_HUMAN,sp|P49792|RBP2_HUMAN;E3 SUMO-protein ligase RanBP2 OS=Homo sapiens OX=9606 GN=RANBP2 PE=1 SV=2,4,8,6,0.91594,0.57051,0.82319,-0.37729450219208804,0.08966530580920293,0.1730456602766393
P49915,sp|P49915|GUAA_HUMAN,sp|P49915|GUAA_HUMAN;GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1,0,1,1,,,,,,
P49916,sp|P49916|DNLI3_HUMAN,sp|P49916|DNLI3_HUMAN;DNA ligase 3 OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=2,6,5,5,0.953,0.71568,0.78901,-0.2876595474464831,0.06153978405824091,0.1320947280741585
P49959,sp|P49959|MRE11_HUMAN,sp|P49959|MRE11_HUMAN;Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3,21,19,17,0.61351,0.69782,0.56712,-0.6754197854399371,0.0006143452559094971,0.008749123816918012
P50219,sp|P50219|MNX1_HUMAN,sp|P50219|MNX1_HUMAN;Motor neuron and pancreas homeobox protein 1 OS=Homo sapiens OX=9606 GN=MNX1 PE=1 SV=3,1,1,2,,,,,,
P50402,sp|P50402|EMD_HUMAN,sp|P50402|EMD_HUMAN;Emerin OS=Homo sapiens OX=9606 GN=EMD PE=1 SV=1,2,2,2,1.7756,1.4212,1.8065,0.7379174588124011,0.005683128028434996,0.03028557259024069
P50454,sp|P50454|SERPH_HUMAN,sp|P50454|SERPH_HUMAN;Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2,5,7,5,0.99496,0.967,1.0419,0.001855074443811787,0.9558710396496235,0.9687723665651399
P50570,sp|P50570|DYN2_HUMAN;sp|Q9UQ16|DYN3_HUMAN,sp|P50570|DYN2_HUMAN;Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2;sp|Q9UQ16|DYN3_HUMAN;Dynamin-3 OS=Homo sapiens OX=9606 GN=DNM3 PE=1 SV=4,2,1,1,0.66404,1.02,,,,
Q9UQ16,sp|P50570|DYN2_HUMAN;sp|Q9UQ16|DYN3_HUMAN,sp|P50570|DYN2_HUMAN;Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2;sp|Q9UQ16|DYN3_HUMAN;Dynamin-3 OS=Homo sapiens OX=9606 GN=DNM3 PE=1 SV=4,2,1,1,0.66404,1.02,,,,
P50748,sp|P50748|KNTC1_HUMAN,sp|P50748|KNTC1_HUMAN;Kinetochore-associated protein 1 OS=Homo sapiens OX=9606 GN=KNTC1 PE=1 SV=1,2,0,1,,,,,,
P50750,sp|P50750|CDK9_HUMAN,sp|P50750|CDK9_HUMAN;Cyclin-dependent kinase 9 OS=Homo sapiens OX=9606 GN=CDK9 PE=1 SV=3,1,1,0,,,,,,
P50914,sp|P50914|RL14_HUMAN,sp|P50914|RL14_HUMAN;Large ribosomal subunit protein eL14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4,2,3,4,0.97701,0.82185,0.73089,-0.24596768164396057,0.09457198187632712,0.1795780621375775
P50990,sp|P50990|TCPQ_HUMAN,sp|P50990|TCPQ_HUMAN;T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4,24,25,25,0.36857,0.70837,0.48747,-0.9393438375328669,0.008605756910428346,0.03801259469526104
P50991,sp|P50991|TCPD_HUMAN,sp|P50991|TCPD_HUMAN;T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4,14,17,12,1.049,0.95048,0.90256,-0.047895095925758344,0.4909224538278824,0.6125407052293518
P51003,sp|P51003|PAPOA_HUMAN;sp|Q9NRJ5|PAPOB_HUMAN,sp|P51003|PAPOA_HUMAN;Poly(A) polymerase alpha OS=Homo sapiens OX=9606 GN=PAPOLA PE=1 SV=4;sp|Q9NRJ5|PAPOB_HUMAN;Poly(A) polymerase beta OS=Homo sapiens OX=9606 GN=PAPOLB PE=2 SV=2,2,1,1,0.31757,,,,,
Q9NRJ5,sp|P51003|PAPOA_HUMAN;sp|Q9NRJ5|PAPOB_HUMAN,sp|P51003|PAPOA_HUMAN;Poly(A) polymerase alpha OS=Homo sapiens OX=9606 GN=PAPOLA PE=1 SV=4;sp|Q9NRJ5|PAPOB_HUMAN;Poly(A) polymerase beta OS=Homo sapiens OX=9606 GN=PAPOLB PE=2 SV=2,2,1,1,0.31757,,,,,
P51114,sp|P51114|FXR1_HUMAN;sp|Q06787|FMR1_HUMAN;sp|P51116|FXR2_HUMAN,sp|P51114|FXR1_HUMAN;RNA-binding protein FXR1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;sp|Q06787|FMR1_HUMAN;Fragile X messenger ribonucleoprotein 1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1;sp|P51116|FXR2_HUMAN;RNA-binding protein FXR2 OS=Homo sapiens OX=,1,1,2,,,1.5591,,,
Q06787,sp|P51114|FXR1_HUMAN;sp|Q06787|FMR1_HUMAN;sp|P51116|FXR2_HUMAN,sp|P51114|FXR1_HUMAN;RNA-binding protein FXR1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;sp|Q06787|FMR1_HUMAN;Fragile X messenger ribonucleoprotein 1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1;sp|P51116|FXR2_HUMAN;RNA-binding protein FXR2 OS=Homo sapiens OX=,1,1,2,,,1.5591,,,
P51116,sp|P51114|FXR1_HUMAN;sp|Q06787|FMR1_HUMAN;sp|P51116|FXR2_HUMAN,sp|P51114|FXR1_HUMAN;RNA-binding protein FXR1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;sp|Q06787|FMR1_HUMAN;Fragile X messenger ribonucleoprotein 1 OS=Homo sapiens OX=9606 GN=FMR1 PE=1 SV=1;sp|P51116|FXR2_HUMAN;RNA-binding protein FXR2 OS=Homo sapiens OX=,1,1,2,,,1.5591,,,
P51532,sp|P51532|SMCA4_HUMAN;sp|P51531|SMCA2_HUMAN,sp|P51532|SMCA4_HUMAN;Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2;sp|P51531|SMCA2_HUMAN;Probable global transcription activator SNF2L2 OS=Homo sapiens OX=9606 GN=SMARCA2 PE=1 SV=2,6,5,8,1.2932,0.92876,1.2391,0.2062514511699953,0.2473085224696548,0.362347838575137
P51531,sp|P51532|SMCA4_HUMAN;sp|P51531|SMCA2_HUMAN,sp|P51532|SMCA4_HUMAN;Transcription activator BRG1 OS=Homo sapiens OX=9606 GN=SMARCA4 PE=1 SV=2;sp|P51531|SMCA2_HUMAN;Probable global transcription activator SNF2L2 OS=Homo sapiens OX=9606 GN=SMARCA2 PE=1 SV=2,6,5,8,1.2932,0.92876,1.2391,0.2062514511699953,0.2473085224696548,0.362347838575137
P51571,sp|P51571|SSRD_HUMAN,sp|P51571|SSRD_HUMAN;Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1,5,4,5,1.4767,1.2798,1.3918,0.46755773114979865,0.002563521321792498,0.02009193961513391
P51608,sp|P51608|MECP2_HUMAN,sp|P51608|MECP2_HUMAN;Methyl-CpG-binding protein 2 OS=Homo sapiens OX=9606 GN=MECP2 PE=1 SV=1,11,9,9,2.5516,2.082,1.7707,1.0940783896400357,0.007491805425171612,0.03540389537616655
P51610,sp|P51610|HCFC1_HUMAN,sp|P51610|HCFC1_HUMAN;Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2,12,10,12,0.66716,0.62962,0.67607,-0.6046812316757839,1.771169725749404e-05,0.0010189664583698888
P51617,sp|P51617|IRAK1_HUMAN,sp|P51617|IRAK1_HUMAN;Interleukin-1 receptor-associated kinase 1 OS=Homo sapiens OX=9606 GN=IRAK1 PE=1 SV=2,0,0,1,,,,,,
P51659,sp|P51659|DHB4_HUMAN,sp|P51659|DHB4_HUMAN;Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3,1,1,1,,1.7172,,,,
P51665,sp|P51665|PSMD7_HUMAN,sp|P51665|PSMD7_HUMAN;26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMD7 PE=1 SV=2,1,0,0,,,,,,
P51812,sp|P51812|KS6A3_HUMAN;sp|Q15349|KS6A2_HUMAN;sp|Q15418|KS6A1_HUMAN;sp|Q9UK32|KS6A6_HUMAN,sp|P51812|KS6A3_HUMAN;Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1;sp|Q15349|KS6A2_HUMAN;Ribosomal protein S6 kinase alpha-2 OS=Homo sapiens OX=9606 GN=RPS6KA2 PE=1 SV=2;sp|Q15418|KS6A1_HUMAN;Ribosomal protein S6 kinase ,2,0,0,,,,,,
Q15349,sp|P51812|KS6A3_HUMAN;sp|Q15349|KS6A2_HUMAN;sp|Q15418|KS6A1_HUMAN;sp|Q9UK32|KS6A6_HUMAN,sp|P51812|KS6A3_HUMAN;Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1;sp|Q15349|KS6A2_HUMAN;Ribosomal protein S6 kinase alpha-2 OS=Homo sapiens OX=9606 GN=RPS6KA2 PE=1 SV=2;sp|Q15418|KS6A1_HUMAN;Ribosomal protein S6 kinase ,2,0,0,,,,,,
Q15418,sp|P51812|KS6A3_HUMAN;sp|Q15349|KS6A2_HUMAN;sp|Q15418|KS6A1_HUMAN;sp|Q9UK32|KS6A6_HUMAN,sp|P51812|KS6A3_HUMAN;Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1;sp|Q15349|KS6A2_HUMAN;Ribosomal protein S6 kinase alpha-2 OS=Homo sapiens OX=9606 GN=RPS6KA2 PE=1 SV=2;sp|Q15418|KS6A1_HUMAN;Ribosomal protein S6 kinase ,2,0,0,,,,,,
Q9UK32,sp|P51812|KS6A3_HUMAN;sp|Q15349|KS6A2_HUMAN;sp|Q15418|KS6A1_HUMAN;sp|Q9UK32|KS6A6_HUMAN,sp|P51812|KS6A3_HUMAN;Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens OX=9606 GN=RPS6KA3 PE=1 SV=1;sp|Q15349|KS6A2_HUMAN;Ribosomal protein S6 kinase alpha-2 OS=Homo sapiens OX=9606 GN=RPS6KA2 PE=1 SV=2;sp|Q15418|KS6A1_HUMAN;Ribosomal protein S6 kinase ,2,0,0,,,,,,
P51858,sp|P51858|HDGF_HUMAN,sp|P51858|HDGF_HUMAN;Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1,4,6,7,1.2586,2.3363,1.0296,0.6243348894450882,0.2500770543061844,0.36394253061988474
P51948,sp|P51948|MAT1_HUMAN,sp|P51948|MAT1_HUMAN;CDK-activating kinase assembly factor MAT1 OS=Homo sapiens OX=9606 GN=MNAT1 PE=1 SV=1,2,1,1,,,,,,
P51991,sp|P51991|ROA3_HUMAN,sp|P51991|ROA3_HUMAN;Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2,17,19,19,2.2011,2.4619,2.0416,1.1601887620229996,0.0005447988646724162,0.008333404855915107
P52272,sp|P52272|HNRPM_HUMAN,sp|P52272|HNRPM_HUMAN;Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,45,42,42,0.58257,0.57335,0.55859,-0.8071661818029102,4.226142979770313e-07,0.00011635980337634261
P52292,sp|P52292|IMA1_HUMAN,sp|P52292|IMA1_HUMAN;Importin subunit alpha-1 OS=Homo sapiens OX=9606 GN=KPNA2 PE=1 SV=1,8,7,9,1.1588,1.057,0.92314,0.0653149517319237,0.5345682843186649,0.6541694932164456
P52294,sp|P52294|IMA5_HUMAN,sp|P52294|IMA5_HUMAN;Importin subunit alpha-5 OS=Homo sapiens OX=9606 GN=KPNA1 PE=1 SV=3,4,3,3,0.98322,0.90493,1.0633,-0.02353859917387824,0.7412261109916598,0.822679520623633
P52594,sp|P52594|AGFG1_HUMAN,sp|P52594|AGFG1_HUMAN;Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=AGFG1 PE=1 SV=2,7,6,9,0.99173,1.1133,0.87958,-0.007420074365162354,0.9430578966902923,0.9581375432548358
P52597,sp|P52597|HNRPF_HUMAN,sp|P52597|HNRPF_HUMAN;Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,14,13,13,0.32984,0.66627,0.81018,-0.7319329645056716,0.04902540263559502,0.11209586873068168
P52655,sp|P52655|TF2AA_HUMAN,sp|P52655|TF2AA_HUMAN;Transcription initiation factor IIA subunit 1 OS=Homo sapiens OX=9606 GN=GTF2A1 PE=1 SV=1,0,0,1,,,,,,
P52701,sp|P52701|MSH6_HUMAN,sp|P52701|MSH6_HUMAN;DNA mismatch repair protein Msh6 OS=Homo sapiens OX=9606 GN=MSH6 PE=1 SV=2,9,12,8,1.0342,1.0306,0.63086,-0.15432395792790018,0.49070425766057085,0.6125407052293518
P52735,sp|P52735|VAV2_HUMAN,sp|P52735|VAV2_HUMAN;Guanine nucleotide exchange factor VAV2 OS=Homo sapiens OX=9606 GN=VAV2 PE=1 SV=2,1,1,2,,,,,,
P52756,sp|P52756|RBM5_HUMAN,sp|P52756|RBM5_HUMAN;RNA-binding protein 5 OS=Homo sapiens OX=9606 GN=RBM5 PE=1 SV=2,5,3,2,1.2337,0.75834,1.4035,0.17867852687738628,0.5321916181285411,0.6531802029333952
P52789,sp|P52789|HXK2_HUMAN,sp|P52789|HXK2_HUMAN;Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=2,2,2,2,0.99152,1.1362,0.99463,0.05766976464156887,0.4408890665196645,0.5672497958648642
P52948,sp|P52948|NUP98_HUMAN,sp|P52948|NUP98_HUMAN;Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=4,9,7,4,0.96436,0.71809,0.81834,-0.26257858621658003,0.0804885012649393,0.15905144029865997
P53004,sp|P53004|BIEA_HUMAN,sp|P53004|BIEA_HUMAN;Biliverdin reductase A OS=Homo sapiens OX=9606 GN=BLVRA PE=1 SV=2,2,2,1,,1.2169,,,,
P53007,sp|P53007|TXTP_HUMAN,"sp|P53007|TXTP_HUMAN;Tricarboxylate transport protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A1 PE=1 SV=2",6,6,5,1.1013,0.80314,0.82414,-0.1368121576111858,0.3996817302286776,0.5248602689489471
P53350,sp|P53350|PLK1_HUMAN,sp|P53350|PLK1_HUMAN;Serine/threonine-protein kinase PLK1 OS=Homo sapiens OX=9606 GN=PLK1 PE=1 SV=1,1,1,1,,,,,,
P53396,sp|P53396|ACLY_HUMAN,sp|P53396|ACLY_HUMAN;ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3,1,0,0,,,,,,
P53597,sp|P53597|SUCA_HUMAN,"sp|P53597|SUCA_HUMAN;Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4",1,1,0,,,,,,
P53618,sp|P53618|COPB_HUMAN,sp|P53618|COPB_HUMAN;Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3,21,16,16,0.9066,0.86279,0.75137,-0.25110373408847264,0.025882302452907933,0.07527740079613364
P53621,sp|P53621|COPA_HUMAN,sp|P53621|COPA_HUMAN;Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2,25,19,17,0.85239,0.94595,0.71739,-0.2539854070267142,0.07172733650484757,0.14590505519179686
P53985,sp|P53985|MOT1_HUMAN,sp|P53985|MOT1_HUMAN;Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3,3,3,4,1.3591,0.87658,1.0708,0.14033367440898653,0.5064896051239604,0.6272270072449644
P53992,sp|P53992|SC24C_HUMAN,sp|P53992|SC24C_HUMAN;Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3,1,1,1,,,0.96878,,,
